2022/11/22 15:51:20.614 I CsvDatasetReader               Reading single user CSV dataset at user samples... 
2022/11/22 15:51:20.717 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4457348.csv 
2022/11/22 15:51:20.717 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4457767.csv 
2022/11/22 15:51:20.717 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4462556.csv 
2022/11/22 15:51:20.717 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4462848.csv 
2022/11/22 15:51:20.717 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4463241.csv 
2022/11/22 15:51:20.717 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4466739.csv 
2022/11/22 15:51:20.717 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4483258.csv 
2022/11/22 15:51:20.717 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4492685.csv 
2022/11/22 15:51:20.717 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4492761.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4492800.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4515921.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4521279.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4524359.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4562903.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4562970.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4573092.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4574086.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4580235.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4589385.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4589405.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4589406.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4595374.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4604148.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4635682.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4641869.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4642446.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4645564.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4645805.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4672234.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4672341.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4683307.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4683484.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4683835.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4693692.csv 
2022/11/22 15:51:20.731 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4693850.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4697814.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4698341.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4708151.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4708602.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4714466.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4714502.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4714545.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4714674.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4714755.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4728268.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4728393.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4728918.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4729313.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4734833.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4735046.csv 
2022/11/22 15:51:20.747 I CsvDatasetReader                   c:\Repos\ksdsld\example-dataset\2078-HumanWritten\4739879.csv 
2022/11/22 15:51:20.747 I Program                        Cleaning samples... 
2022/11/22 15:51:20.766 I CsvDatasetReader               Reading single user CSV dataset at target samples... 
2022/11/22 15:51:20.766 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\2990424.csv 
2022/11/22 15:51:20.766 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\3508523.csv 
2022/11/22 15:51:20.777 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\3550223.csv 
2022/11/22 15:51:20.777 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\3560832.csv 
2022/11/22 15:51:20.777 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\3568888.csv 
2022/11/22 15:51:20.777 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\3684742.csv 
2022/11/22 15:51:20.777 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\3734500.csv 
2022/11/22 15:51:20.777 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\3792207.csv 
2022/11/22 15:51:20.777 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\3805012.csv 
2022/11/22 15:51:20.777 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\3850318.csv 
2022/11/22 15:51:20.777 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\3947830.csv 
2022/11/22 15:51:20.795 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\3952606.csv 
2022/11/22 15:51:20.795 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\3975804.csv 
2022/11/22 15:51:20.795 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\3991016.csv 
2022/11/22 15:51:20.795 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4008375.csv 
2022/11/22 15:51:20.811 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4008376.csv 
2022/11/22 15:51:20.811 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4008387.csv 
2022/11/22 15:51:20.811 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4030398.csv 
2022/11/22 15:51:20.811 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4054412.csv 
2022/11/22 15:51:20.811 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4073877.csv 
2022/11/22 15:51:20.811 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4074442.csv 
2022/11/22 15:51:20.811 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4079104.csv 
2022/11/22 15:51:20.825 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4087403.csv 
2022/11/22 15:51:20.825 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4103333.csv 
2022/11/22 15:51:20.825 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4107755.csv 
2022/11/22 15:51:20.825 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4108932.csv 
2022/11/22 15:51:20.840 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4113460.csv 
2022/11/22 15:51:20.840 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4117783.csv 
2022/11/22 15:51:20.840 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4132044.csv 
2022/11/22 15:51:20.840 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4132153.csv 
2022/11/22 15:51:20.860 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4136842.csv 
2022/11/22 15:51:20.860 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4151752.csv 
2022/11/22 15:51:20.860 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4155911.csv 
2022/11/22 15:51:20.860 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4214645.csv 
2022/11/22 15:51:20.871 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4215081.csv 
2022/11/22 15:51:20.871 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4221349.csv 
2022/11/22 15:51:20.871 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4275547.csv 
2022/11/22 15:51:20.871 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4284387.csv 
2022/11/22 15:51:20.871 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4327096.csv 
2022/11/22 15:51:20.871 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4344091.csv 
2022/11/22 15:51:20.871 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4348413.csv 
2022/11/22 15:51:20.871 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4354204.csv 
2022/11/22 15:51:20.871 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4364961.csv 
2022/11/22 15:51:20.871 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4375975.csv 
2022/11/22 15:51:20.889 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4376062.csv 
2022/11/22 15:51:20.889 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4376152.csv 
2022/11/22 15:51:20.889 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4379940.csv 
2022/11/22 15:51:20.889 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4380995.csv 
2022/11/22 15:51:20.889 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4393031.csv 
2022/11/22 15:51:20.904 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4398331.csv 
2022/11/22 15:51:20.904 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4414086.csv 
2022/11/22 15:51:20.904 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4414121.csv 
2022/11/22 15:51:20.904 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4414169.csv 
2022/11/22 15:51:20.904 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4432928.csv 
2022/11/22 15:51:20.904 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4432976.csv 
2022/11/22 15:51:20.918 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4436993.csv 
2022/11/22 15:51:20.918 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4438976.csv 
2022/11/22 15:51:20.918 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4445482.csv 
2022/11/22 15:51:20.918 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4446790.csv 
2022/11/22 15:51:20.918 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4457348.csv 
2022/11/22 15:51:20.918 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4457767.csv 
2022/11/22 15:51:20.918 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4462556.csv 
2022/11/22 15:51:20.934 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4462848.csv 
2022/11/22 15:51:20.934 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4463241.csv 
2022/11/22 15:51:20.934 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4466739.csv 
2022/11/22 15:51:20.934 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4483258.csv 
2022/11/22 15:51:20.934 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4492685.csv 
2022/11/22 15:51:20.934 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4492761.csv 
2022/11/22 15:51:20.934 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4492800.csv 
2022/11/22 15:51:20.950 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4515921.csv 
2022/11/22 15:51:20.950 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4521279.csv 
2022/11/22 15:51:20.950 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4524359.csv 
2022/11/22 15:51:20.950 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4562903.csv 
2022/11/22 15:51:20.950 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4562970.csv 
2022/11/22 15:51:20.950 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4573092.csv 
2022/11/22 15:51:20.950 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4574086.csv 
2022/11/22 15:51:20.950 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4580235.csv 
2022/11/22 15:51:20.950 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4589385.csv 
2022/11/22 15:51:20.950 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4589405.csv 
2022/11/22 15:51:20.950 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4589406.csv 
2022/11/22 15:51:20.965 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4595374.csv 
2022/11/22 15:51:20.965 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4604148.csv 
2022/11/22 15:51:20.965 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4635682.csv 
2022/11/22 15:51:20.965 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4641869.csv 
2022/11/22 15:51:20.965 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4642446.csv 
2022/11/22 15:51:20.965 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4645564.csv 
2022/11/22 15:51:20.965 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4645805.csv 
2022/11/22 15:51:20.965 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4672234.csv 
2022/11/22 15:51:20.965 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4672341.csv 
2022/11/22 15:51:20.965 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4683307.csv 
2022/11/22 15:51:20.981 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4683484.csv 
2022/11/22 15:51:20.981 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4683835.csv 
2022/11/22 15:51:20.981 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4693692.csv 
2022/11/22 15:51:20.981 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4693850.csv 
2022/11/22 15:51:20.981 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4697814.csv 
2022/11/22 15:51:20.981 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4698341.csv 
2022/11/22 15:51:20.981 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4708151.csv 
2022/11/22 15:51:20.981 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4708602.csv 
2022/11/22 15:51:20.981 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4714466.csv 
2022/11/22 15:51:20.981 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4714502.csv 
2022/11/22 15:51:20.981 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4714545.csv 
2022/11/22 15:51:20.981 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4714674.csv 
2022/11/22 15:51:20.998 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4714755.csv 
2022/11/22 15:51:20.998 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4728268.csv 
2022/11/22 15:51:20.998 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4728393.csv 
2022/11/22 15:51:20.998 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4728918.csv 
2022/11/22 15:51:20.998 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4729313.csv 
2022/11/22 15:51:20.998 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4734833.csv 
2022/11/22 15:51:20.998 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4735046.csv 
2022/11/22 15:51:20.998 I CsvDatasetReader                   c:\repos\ksdsld\example-dataset\2078-Target\4739879.csv 
2022/11/22 15:51:20.998 I Program                        Cleaning samples... 
2022/11/22 15:51:21.015 I FiniteContextsConfiguration    Initialing model storage... 
2022/11/22 15:51:21.015 I FiniteContextsConfiguration      TD 
2022/11/22 15:51:21.015 I FiniteContextsConfiguration      DIE 
2022/11/22 15:51:21.015 I FiniteContextsConfiguration      DIL 
2022/11/22 15:51:21.015 I FiniteContextsConfiguration      HI 
2022/11/22 15:51:21.015 I FiniteContextsConfiguration    Initialing features... 
2022/11/22 15:51:21.015 I FiniteContextsConfiguration      AvgStdev 
